id,text,source,created_at,user_id,retweet_count,username,user_desc,location,verified
1494080325085011973,"RT @foodonmymind: There is. It's called Covaxin, but your bloody FDA wouldn't allow it.",Twitter for iPhone,2022-02-16T22:44:42.000Z,758647765060751361,3,patvel18,,"Boston, MA",False
1494081330556149774,RT @Chris34883890: This is interesting! The White House can’t pretend that they do not know about the BeST and SAFEST vaccine in the World…,Twitter for iPhone,2022-02-16T22:48:42.000Z,1473455372983844868,23,RickRn2145,,,False
1494098835500679170,@CDCDirector @CDCgov COVAXIN DATA https://t.co/PR6KDK4hwt,Twitter for Android,2022-02-16T23:58:16.000Z,1397051810595102722,0,Dwayne42860444,,"New Jersey, USA",False
1494086447481118728,"How in the hell do we have a Surgeon General who's of Indian 🇮🇳 descent, but has zero knowledge of #Covaxin ? I have a very hard time believing that! 
#FDAremoveTheHold
#Covaxin #Ocugen @Ocugen @BharatBiotech #BharatBiotech #Covid #Vaccine",Twitter Web App,2022-02-16T23:09:02.000Z,1209495528,8,nodude504_fox,"#COVAXIN, an inactivated-virus vaccine with an adjuvant discovered with #NIH support, has 77.8% efficacy against symptomatic #COVID19 and no safety concerns",The righteous shall prevail!,False
1494094828635922432,"RT @SupremeJameson: Things are getting exciting. #covaxin @NIH  #IchooseCOVAXIN 

Dr. Collin’s will do amazing things for our country and h…",Twitter for iPhone,2022-02-16T23:42:20.000Z,1417544937269256200,13,imp_ax,Supporter of #COVAXIN @Ocugen https://t.co/s47POreexA,,False
1494091334575173633,@unusual_whales Covaxin works on all of the variants. Waiting on FDA approval. Which will possibly never happen due to politics.,Twitter for Android,2022-02-16T23:28:27.000Z,1459698853377105920,0,Michael80573876,,,False
1494087979442184193,RT @RockStarPreach: ⁦@US_FDA⁩ ⁦@GovCanHealth⁩ ⁦@RepThomasMassie⁩ ⁦@NIHDirector⁩ ⁦@nytimes⁩ ⁦@maddow⁩ ⁦@FoxNews⁩ ⁦@DrEricDing⁩ ⁦@Ocugen⁩ ⁦@B…,Twitter for Android,2022-02-16T23:15:07.000Z,2291920022,3,nintendotimz,,Republic of the Philippines,False
1494084949011488772,RT @craigpollock79: @OxfamEU @peoplesvaccine @Winnie_Byanyima @OxfamPanAfrica @UNAIDS @Gabucher @vonderleyen Because of the shelf life.  Re…,Twitter for iPhone,2022-02-16T23:03:05.000Z,1473455372983844868,1,RickRn2145,,,False
1494090957788266496,"RT @vuquangnguyensg: The side effects with mild reactions after dose Sinopharm vaccine in Vietnam.
#COVID19Vaccine #Covid19 #VaccinePasspor…",Twitter for Android,2022-02-16T23:26:57.000Z,1442535494101864449,3,mteoe1,＃伊维菌素,Hong Kong,False
1494080173829853185,RT @RockStarPreach: ⁦@US_FDA⁩ ⁦@GovCanHealth⁩ ⁦@RepThomasMassie⁩ ⁦@NIHDirector⁩ ⁦@nytimes⁩ ⁦@maddow⁩ ⁦@FoxNews⁩ ⁦@DrEricDing⁩ ⁦@Ocugen⁩ ⁦@B…,Twitter Web App,2022-02-16T22:44:06.000Z,1441493780700418055,3,RobMaso91885780,,,False
1494089645776277505,RT @Chris34883890: This is interesting! The White House can’t pretend that they do not know about the BeST and SAFEST vaccine in the World…,Twitter for iPhone,2022-02-16T23:21:45.000Z,1451931467903242240,23,RoyMath689615,Kindness,,False
1494086729984319489,RT @Popeyeseye1: The vaccine companies pay us hundreds of millions of dollars a year to hire and keep reviewers to approve their products….…,Twitter Web App,2022-02-16T23:10:09.000Z,541477731,109,iwave24,"1. I'm a Jerk.
2. I can never be serious.
3. I'm the reason we can't have nice things.",Nunya Bidness,False
1494091096854605837,@pdrpuff1 Says nothing about other vaccines. Only says the addition of Covaxin.  No other vaccines in works that we know.,Twitter for Android,2022-02-16T23:27:31.000Z,1384988437690912775,0,IanTurn33985488,,,False
1494090165047873536,@GovCanHealth Stop it with the mRNA! The jig is up! #Covaxin,Twitter for iPhone,2022-02-16T23:23:48.000Z,1456365100697219086,0,FullTimeDreamir,"Covaxin; a choice for All. Read a science paper, not a headline.",,False
1494090741848678405,"@JPSoucy 💡We need to consider this vaccine—a whole virus traditional one that may add more protection versus variants (watch the🎥 why) &amp; mRNA-vaccine-hesitant folks can be comfortable with. ➡️The FDA should honestly authorize #COVAXIN—EUA app submitted &amp; waiting.
https://t.co/9wCAzvzpwy",Twitter for Android,2022-02-16T23:26:06.000Z,1345564640839954434,0,Diego48979433,,,False
1494083417851367424,"@Leftylockdowns1 Its been held @US_FDA #IchooseCOVAXIN for longest time since June 2021 for adults then Since Nov 2021 for kids #Covaxin4Kids its CRIMiNAL, could have save more lives!! COVAXIN WHOLE VARIANT/VIRUS THAT CAN KILL IT, INSTEAD OF MRNA THAT KEPT ON MUTATING!!! https://t.co/6x0kZ0tAFO",Twitter for Android,2022-02-16T22:57:00.000Z,1449092858418372608,0,AverageJoe143,Covaxin For Kids & Humanity,United States,False
1494085219393146883,"RT @B1llyTh2K3d: Just read an article about COVAX's biggest hurdle: Short shelf-life of vaccines, INCLUDING COVISHIELD. 

Why is this impor…",Twitter Web App,2022-02-16T23:04:09.000Z,1483810343763730432,39,PatSull83396955,,,False
1494097681941254146,RT @Mike56305902: @Namesio18 @Ocugen There is no doubt people would have still died from this but could you imagine how many lives would ha…,Twitter for iPad,2022-02-16T23:53:41.000Z,1324613461318520832,1,rhinna57,"Scottish Irish Dual Citizenship 🇺🇸🇨🇦CPA / Married 42 yrs. to my Canadian Husband Live in Ontario Gidget; my nickname Born Boston, Massachusetts.63 yrs young",,False
1494089523038461957,"Stop it sir! Please! 🇮🇳 
#FDAremoveTheHold
#Covaxin #Ocugen @Ocugen @BharatBiotech #BharatBiotech #Covid #Vaccine https://t.co/zuj2IRIQaA",Twitter Web App,2022-02-16T23:21:15.000Z,1209495528,11,nodude504_fox,"#COVAXIN, an inactivated-virus vaccine with an adjuvant discovered with #NIH support, has 77.8% efficacy against symptomatic #COVID19 and no safety concerns",The righteous shall prevail!,False
1494082360052264965,RT @jimielvis73: @lisa_iannattone How about we press the @US_FDA to conduct a VRBPAC meeting for #COVAXIN that will 100% be approved based…,Twitter for iPhone,2022-02-16T22:52:48.000Z,1473455372983844868,1,RickRn2145,,,False
1494092559605542913,RT @Popeyeseye1: The vaccine companies pay us hundreds of millions of dollars a year to hire and keep reviewers to approve their products….…,Twitter Web App,2022-02-16T23:33:19.000Z,2416377421,109,jereveveille,,,False
1494080862438187014,RT @RockStarPreach: ⁦@US_FDA⁩ ⁦@GovCanHealth⁩ ⁦@RepThomasMassie⁩ ⁦@NIHDirector⁩ ⁦@nytimes⁩ ⁦@maddow⁩ ⁦@FoxNews⁩ ⁦@DrEricDing⁩ ⁦@Ocugen⁩ ⁦@B…,Twitter for iPhone,2022-02-16T22:46:50.000Z,1473455372983844868,3,RickRn2145,,,False
1494091642504163331,"@levfacher #FDAremoveTheHold
#Covaxin #Ocugen @Ocugen @BharatBiotech #BharatBiotech #Covid #Vaccine https://t.co/EqCUV492Dz",Twitter Web App,2022-02-16T23:29:41.000Z,1209495528,5,nodude504_fox,"#COVAXIN, an inactivated-virus vaccine with an adjuvant discovered with #NIH support, has 77.8% efficacy against symptomatic #COVID19 and no safety concerns",The righteous shall prevail!,False
1494083268076982272,"@FoxNews Its been held @US_FDA #IchooseCOVAXIN for longest time since June 2021 for adults then Since Nov 2021 for kids #Covaxin4Kids its CRIMiNAL, could have save more lives!! COVAXIN WHOLE VARIANT/VIRUS THAT CAN KILL IT, INSTEAD OF MRNA THAT KEPT ON MUTATING!!! https://t.co/6x0kZ0tAFO",Twitter for Android,2022-02-16T22:56:24.000Z,1449092858418372608,0,AverageJoe143,Covaxin For Kids & Humanity,United States,False
1494089707235405826,RT @Chris34883890: @FoxNews @RepThomasMassie @RandPaul @rustyrockets @joerogan @RepMattGaetz @ABonTV @TuckerCarlson Now that we know the @U…,Twitter for iPhone,2022-02-16T23:21:59.000Z,1451931467903242240,11,RoyMath689615,Kindness,,False
1494090838800048128,@Rahul8129 @twitdiv @thehedge1404 @silpavarun @Rahul8129 any luck with the booster qr code? Also did you get any side effects because of the pfizer booster after covaxin?,Twitter for Android,2022-02-16T23:26:29.000Z,55510533,0,akash_royce,Let's have some fun.,"New Delhi, India",False
1494083484863717378,"@w_terrence Its been held @US_FDA #IchooseCOVAXIN for longest time since June 2021 for adults then Since Nov 2021 for kids #Covaxin4Kids its CRIMiNAL, could have save more lives!! COVAXIN WHOLE VARIANT/VIRUS THAT CAN KILL IT, INSTEAD OF MRNA THAT KEPT ON MUTATING!!! https://t.co/6x0kZ0tAFO",Twitter for Android,2022-02-16T22:57:16.000Z,1449092858418372608,0,AverageJoe143,Covaxin For Kids & Humanity,United States,False
1494083957687734272,RT @Popeyeseye1: Look at how the @US_FDA worded their response and then listen to why their own Executive officers word refutes what they c…,Twitter for Android,2022-02-16T22:59:08.000Z,51369993,22,juan3pueblo,"trabajador,muy trabajador el unico vicio q tengo!!!NOCIERTO!!
#MezquinoNeoFascista",españa,False
1494086977389731841,RT @Rpshahmemorial1: Ctd9) learning 3) The need to upgrade vaccines is very urgent 4) Heterologus boosters are the way forward in my opinio…,Twitter for iPhone,2022-02-16T23:11:08.000Z,1392426792418377729,10,aisa152,"Eat, read, sleep. This is happiness.",,False
1494084584237056002,RT @HieuTrantheMAN: Day15 with the @US_FDA @GovCanHealth and their process of approving #COVAXIN. According to Canada reply to @htTweets an…,Twitter for iPhone,2022-02-16T23:01:38.000Z,1473455372983844868,5,RickRn2145,,,False
1494093054978007040,@statnews #IchooseCOVAXIN a traditional whole-virus inactivating vaccine. #COVAXIN - THE UNIVERSAL solution against COVID-19! Covers all current and very likely upcoming variants! #BharatBiotech #Ocugen #Ocgn https://t.co/9WuadOTRtI,Twitter for iPhone,2022-02-16T23:35:17.000Z,1417544937269256200,3,imp_ax,Supporter of #COVAXIN @Ocugen https://t.co/s47POreexA,,False
1494086549981519876,How about asking about the total lack of effectiveness of Pfizer vs omicron? Or why the FDA is still sitting on EUA for #COVAXIN ? https://t.co/f1yetf8iJo,Twitter for iPhone,2022-02-16T23:09:26.000Z,16421854,6,FranklinBoiler,IT geek | Drummer | Dad | Husband | Coach | Boilermaker | Titans | Preds | #SFGiants | IN to CA to TN | Independent Libertarian,"iPhone: 0.000000,0.000000",False
1494088453771849728,@Surgeon_General I’m disgusted by government officials who pretend to be #clueless about the most effective #vaccine on the planet. You COULD have done more for your children and the children of America. You still can! I hope you’re more motivated! #CovaxinForKids #COVAXIN #approvecovaxin https://t.co/EijylOj0nU,Twitter for iPhone,2022-02-16T23:17:00.000Z,1456365100697219086,2,FullTimeDreamir,"Covaxin; a choice for All. Read a science paper, not a headline.",,False
1494082231089958912,RT @HieuTrantheMAN: @GovCanHealth Day15 with the @US_FDA @GovCanHealth and their process of approving #COVAXIN. According to Canada reply t…,Twitter for iPhone,2022-02-16T22:52:17.000Z,1473455372983844868,4,RickRn2145,,,False
1494090023326547968,"Things are getting exciting. #covaxin @NIH  #IchooseCOVAXIN 

Dr. Collin’s will do amazing things for our country and help us Americans have Covaxin as a choice of vaccine from the market. 🙏 

https://t.co/J1dQetdvNZ",Twitter for iPhone,2022-02-16T23:23:15.000Z,1365125787544735749,13,SupremeJameson,Follow me for #Covaxin updates. I am not a financial advisor.,"Los Angeles, CA",False
1494087563409346565,@CDCgov I think #COVAXIN is more preferred than mRNA vaccines…. Let’s get those approved!!,Twitter for iPhone,2022-02-16T23:13:28.000Z,1478077689433108488,0,Eastin024,,,False
1494087146583511040,"RT @nodude504_fox: How in the hell do we have a Surgeon General who's of Indian 🇮🇳 descent, but has zero knowledge of #Covaxin ? I have a v…",Twitter for Android,2022-02-16T23:11:49.000Z,1404140480875700228,8,NathanR91334798,living like its always the last day,,False
1494093815438888965,@GovCanHealth question are you corrupt like the @US_FDA  and is this why Canada has not approve Covaxin yet???? https://t.co/TqjDDNGJZr,Twitter for iPhone,2022-02-16T23:38:19.000Z,1392166597951959043,1,AngeloMariucci,,,False
1494083198761852929,"@SenRonJohnson @EnesFreedom Its been held @US_FDA #IchooseCOVAXIN for longest time since June 2021 for adults then Since Nov 2021 for kids #Covaxin4Kids its CRIMiNAL, could have save more lives!! COVAXIN WHOLE VARIANT/VIRUS THAT CAN KILL IT, INSTEAD OF MRNA THAT KEPT ON MUTATING!!! https://t.co/6x0kZ0tAFO",Twitter for Android,2022-02-16T22:56:07.000Z,1449092858418372608,0,AverageJoe143,Covaxin For Kids & Humanity,United States,False
1494081749198028803,RT @Amcape42843183: @robbystarbuck And Approve the Covaxin/Ocugen...,Twitter for iPhone,2022-02-16T22:50:22.000Z,1473455372983844868,1,RickRn2145,,,False
1494083575091630082,"@NIHDirector @NIDDKgov @ncats_nih_gov Its been held @US_FDA #IchooseCOVAXIN for longest time since June 2021 for adults then Since Nov 2021 for kids #Covaxin4Kids its CRIMiNAL, could have save more lives!! COVAXIN WHOLE VARIANT/VIRUS THAT CAN KILL IT, INSTEAD OF MRNA THAT KEPT ON MUTATING!!! https://t.co/6x0kZ0tAFO",Twitter for Android,2022-02-16T22:57:37.000Z,1449092858418372608,0,AverageJoe143,Covaxin For Kids & Humanity,United States,False
1494081715253518337,RT @BJP_Ls: @walkerva @ChuckCallesto Covaxin is the best!,Twitter for iPhone,2022-02-16T22:50:14.000Z,1473455372983844868,1,RickRn2145,,,False
1494089027544301571,"@VP If you want to defeat Corona, the FDA must approve Covaxin, a truly dead compound vaccine.  # Approved Covaxin",Twitter for iPhone,2022-02-16T23:19:17.000Z,1476883594836590608,0,TaminDorani,:),,False
1494080672859930632,"RT @Pisces092151: #ICYMI There was an EUA submitted for children ages 2-18 using a traditional,safe non-MRNA vaccine #COVAXIN #covaxin4kids…",Twitter for iPhone,2022-02-16T22:46:05.000Z,1473455372983844868,1,RickRn2145,,,False
1494083530107895808,"RT @doc_holliday50: #ExposeFDA #ExposeFauci
No wonder Americans have not been able to access traditional alternatives like #Covaxin, despit…",Twitter for iPhone,2022-02-16T22:57:26.000Z,26773249,1,wellswe,,"Andover, MN",False
1494082560925876229,"RT @RockStarPreach: APPROVE #COVAXIN ⁦@US_FDA⁩ ⁦@GovCanHealth⁩ DON’T YOU THINK IT’S ABOUT TIME?
YOUR #MRNA DOES NOT WORK. #COVAXIN EFFICACY…",Twitter for iPhone,2022-02-16T22:53:35.000Z,1473455372983844868,9,RickRn2145,,,False
1494083843523072002,"@OxfamEU @peoplesvaccine @Winnie_Byanyima @OxfamPanAfrica @UNAIDS @Gabucher @vonderleyen Because of the shelf life.  Research #covaxin supplied by @BharatBiotech @Ocugen  created by the wonderful people @BharatBiotech  with over 500m doses so far.  No cold storage, 20dpv and little to no side effects.  Do the research.",Twitter for iPhone,2022-02-16T22:58:41.000Z,845876496,1,craigpollock79,Father of two very beautiful daughters. My greatest achievements.,,False
