id,text,created_at,user_id,retweet_count,username,user_desc,location,verified
1494097602610040834,"RT @zoospacer: Once Emergency Authorisation for the ‘V’ runs out, Pfizer, Moderna et al. become liable… UNLESS their ‘V’ is routinely given…",2022-02-16T23:53:22.000Z,1428769511927394304,15,BuddyUnderfoot,"Once you've realized that nearly everything you're being told is false, you can then begin to understand what's true.",Read the Book of John,False
1494096422672560129,"@Jaysus00 @GobiasInfosec @Faraday019 @DineenRon The original poster of the lie that Moderna CEO sold 90% of their stock blocked me. It was very easily verifiable as incorrect, but people prefer to stick to their guns even when proven wrong. The claim about Pfizer has more weight, but is more complex than they indicated",2022-02-16T23:48:40.000Z,896871924,0,schillerdor,Not a public servant.,Canberra,False
1494097228146872322,@GenOttr The Moderna vaccine basically eliminated my debilitating long covid symptoms. That shit saved my life man. Chise Is a hero,2022-02-16T23:51:52.000Z,824834225190875136,1,BaruCafe,"Art, anime, games, gunpla. Math hater. Optimistic sad bi. A wolf bit me once. Yes I like all the accounts I follow. They/he.",TN,False
1494096371061825539,"@RBReich Now do Amazon,Walmart, Kroger, Pfizer, Moderna, J&amp;J, P&amp;G, 3M, Blackrock, Vanguard.",2022-02-16T23:48:28.000Z,605580758,0,RP_biggest_fan,,,False
1494098627010211844,RT @gpbnews: Babies whose mothers received two shots of either the Pfizer or Moderna vaccines during pregnancy had a 61% lower risk of bein…,2022-02-16T23:57:26.000Z,1166753276655783936,3,KristenKfromGA,"Vice Chair, Houston County Democrats. Wife. Mom. Fiery Southerner. A little sweary, a lot opinionated. Y’all go vote. *opinions mine*","Georgia, USA",False
1494096284814176256,"@JuliusWolfman @Lesdoggg My wife and I, along with our son just had our booster shots. The vaccination center said that due to increased risk of myocarditis in people 30 and younger receiving moderna, my son would be receiving Pfizer instead of moderna.",2022-02-16T23:48:07.000Z,751395493939339264,0,makinghistory8,I am a conservative white male who is willing to hear the other side of the story and have a friendly discussion.,"Winnipeg, Manitoba",False
1494096665984344066,RT @Zombe4n: @VlCTORIANCHILD me taking the moderna vaccine https://t.co/5m1RUrJ1RE,2022-02-16T23:49:38.000Z,1282014777674534912,732,xenic_snake_uwu,"Hello! 👋 My name is Gemini, and I'm a gaymer artist!
♦️ Fluidflux Xenic ♦️ BLM Supporter ♦️ Demipan ♦️ 17 ♦
🛑 Trans/Enbyphobes, NFT Promoters, and TERs DNI! ❌",https://pronouny.xyz/u/g3mini ,False
1494096752537964551,RT @bestisyettoco45: @carrr2015 @kacrn91 This too- Moderna CEO https://t.co/NlEEB8rmpi,2022-02-16T23:49:59.000Z,3774071539,26,jen_esis77,,Texas,False
1494098974881374209,@MrColionNoir But you can't sue Pfizer or Moderna...,2022-02-16T23:58:49.000Z,1462445317597458432,0,CoraTheAvatarN,,,False
1494097101285900291,"RT @KathMLee1: Biopsy-proven Fulminant Myocarditis Requiring Mechanical Circulatory Support Following COVID-19 mRNA Vaccination

48 year ol…",2022-02-16T23:51:22.000Z,1435504634592964609,88,JoGreen2727,"Medication Management/House manager, Dementia care/hospice....on hiatus.

Sharing experiences and information, come see... 

#MedicalFreedom",USA,False
1494097589838491652,@OnlyRealTink My mom and I got Moderna also,2022-02-16T23:53:19.000Z,214673641,0,Pink_Sylvie,♥♫♪♪♫♥,Oracle,False
1494096618693423109,"RT @JordanSchachtel: The head of Moderna, @sbancel has deleted his Twitter account, it appears.

Over the past two years, on a weekly basis…",2022-02-16T23:49:27.000Z,1460791202555387905,7132,BobAppl79292310,A person,,False
1494099257552523270,RT @01ota: What's with these Covid vaccines? Pfitzer pulled all remaining applications in over ten countries. Did MODERNA CEO sell 90% of h…,2022-02-16T23:59:56.000Z,73211026,193,SunstoneMassage,RMT Muscles💪Sports⚽️🥊🏒⚾️Pregnant🤰Baby👶Relax🏖️Renew🌞#FollowMe🤸‍♂️#HealthBoost🍊👍#IFBP💯 #BackTheBlue🌞#LEOS #BlueLivesMatter🚔Vets👮‍♂️1stResponder👨‍🚒,Vaughan Ontario Canada,False
1494097535916457995,"RT @MichaelPSenger: Interesting to review the list of 40 new billionaries who got rich on COVID. Roughly half are Chinese, and they made mo…",2022-02-16T23:53:06.000Z,1447183113403183105,1573,Honeybadger4c,Don't chuck your moral compass out the window for anyone.,,False
1494097805354450945,RT @FinancialTimes: Researchers in South Africa said they had worked out how to copy Moderna’s Covid vaccine https://t.co/DrXQtK9baE,2022-02-16T23:54:10.000Z,9376172,9,srubenfeld,Editor @kharondata. ex-@WSJ reporter. DMs open: Tell me how you hide the dirty money. Shalom to all my fans; salute to all my haters. he/him.,New York,False
1494096739724402698,"RT @KathMLee1: Biopsy-proven Fulminant Myocarditis Requiring Mechanical Circulatory Support Following COVID-19 mRNA Vaccination

48 year ol…",2022-02-16T23:49:56.000Z,4202798835,88,rgfjrs,🇺🇸#MAGA LETS ALL FOLLOW EACH OTHER AND CONTINUE TO SUPPORT OUR PRESIDENT AND THE U.S.A! 🇺🇸 followed by GENERAL FLYNN👍🇺🇸,"Hollywood, FL",False
1494098325997502467,"RT @MakisMD: When AHS announces that all double vaccinated &amp; triple vaccinated Albertans now need to get tested for HIV

instead of blindly…",2022-02-16T23:56:14.000Z,2831546192,352,Sussekiltou,,,False
1494098422483279872,Moderna Stock Crash: Losses Top $140 Billion As Insiders Sell Millions Of Dollars In Shares via @forbes https://t.co/kEO4DXft5O,2022-02-16T23:56:37.000Z,890579094584389633,0,viaccodesign,"#MAGA PRO-LIFE / Colombian, IT Technician Pro - Web Designer / Photographer. 
""Simplicity is the ultimate sophistication"". _Da Vinci

Web Design | Photography",Bogotá,False
1494098936830652417,"RT @MakisMD: This is “fantastic news” for millions of double vaccinated &amp; boosted who will soon be testing HIV+ 🤦‍♂️

They’re already softe…",2022-02-16T23:58:40.000Z,1958146268,94,fwv710,#Bitcoin,,False
1494097152578048000,"RT @MichaelPSenger: Interesting to review the list of 40 new billionaries who got rich on COVID. Roughly half are Chinese, and they made mo…",2022-02-16T23:51:34.000Z,898732676622020608,1573,jonqcitizen2006,,The Republic of Texas,False
1494097409806258177,@noplaceforsheep Moderna booster 3.5 weeks ago energy is crap tired all the with really sore joints not happy wish I hadn’t done it,2022-02-16T23:52:36.000Z,1260021513840807941,0,mariusmainridg1,#SitDownBoofhead,Moonee Beach West,False
1494097917040533504,"Daily Dordle #0024 7&amp;6/7 
Too close! Brain is not functioning. Moderna yesterday.
⬜⬜⬜⬜⬜ ⬜🟩🟩⬜🟩
🟨⬜🟩🟨⬜ ⬜⬜⬜🟨⬜
⬜⬜⬜⬜⬜ ⬜🟩⬜⬜🟩
⬜⬜⬜⬜⬜ ⬜🟩🟩⬜🟩
⬜⬜⬜⬜⬜ ⬜🟩🟩⬜🟩
🟨⬜⬜⬜⬜ 🟩🟩🟩🟩🟩
🟩🟩🟩🟩🟩 ⬛⬛⬛⬛⬛
https://t.co/zM9tliHn1M",2022-02-16T23:54:37.000Z,9875912,0,gotanda,This is the game that moves as you play.,,False
1494098089254268929,RT @elnumerochapo: Vaxxed ppl were on here calling themselves Moderna Maidens and Pfizer Founders,2022-02-16T23:55:18.000Z,275852027,32,ObeyBats,hit the link check out the work,"Columbus, GA",False
1494096880430727174,RT @Laurie_Garrett: South Africa called the patent-first bluffs of @Moderna and @pfizer @BioNTech_Group on #COVID19 #vaccines and look what…,2022-02-16T23:50:29.000Z,2853530953,98,claude859,"Just a peaceful calm guy. I like music, and learning things.","Tennessee, USA",False
1494098733184655360,RT @DrTomFrieden: Pfizer and Moderna have an ethical responsibility to support efforts to increase vaccine production. https://t.co/HizyE6f…,2022-02-16T23:57:51.000Z,83889785,152,SaveRDemocrazy,All life matters. There are no small acts of kindness. #BLM #GoodTrouble #AnimalRights #HereRightMatters #NoPlanetB #ARepublicIfYouCanKeepIt All lies matter.,Alaska,False
1494098016885694472,"Jab and jog — there’s more to learn, but people who got their hearts beating faster a short time after the shots had a better immune response four weeks later, according to Iowa State University researchers.  https://t.co/Mb25rJhxQ6",2022-02-16T23:55:00.000Z,436884418,0,AmesTribNews,"The Ames Tribune has been covering Ames, Iowa State University and the surrounding region since 1868. Support local journalism by subscribing at https://t.co/ourfRjP2ZJ.","Ames, Iowa",False
1494097587867160577,"RT @MichaelPSenger: Interesting to review the list of 40 new billionaries who got rich on COVID. Roughly half are Chinese, and they made mo…",2022-02-16T23:53:18.000Z,1495776367,1573,melisanayse,Loves travelling,,False
1494097993867403271,RT @Zombe4n: @VlCTORIANCHILD me taking the moderna vaccine https://t.co/5m1RUrJ1RE,2022-02-16T23:54:55.000Z,1103414235198042112,732,Mishomint,"Let's just get this over with...
taken by @priincessmiiri💗",yes,False
1494096199313510401,"RT @MakisMD: When AHS announces that all double vaccinated &amp; triple vaccinated Albertans now need to get tested for HIV

instead of blindly…",2022-02-16T23:47:47.000Z,569550424,352,KWG_1,The official site of one common American. All posts are my opinions and thoughts. Views expressed are what I hear in my community,,False
1494098536048345088,"RT @MichaelPSenger: Interesting to review the list of 40 new billionaries who got rich on COVID. Roughly half are Chinese, and they made mo…",2022-02-16T23:57:04.000Z,3663180085,1573,1minutetomidnit,"Voluntaryist. Board certified nurse practitioner/APRN. #COVID1984 #MEDICALFREEDOM 
#GenX #ISTJ #ungovernable Fuck you, I will NOT comply",,False
1494098105385381889,"RT @MakisMD: When AHS announces that all double vaccinated &amp; triple vaccinated Albertans now need to get tested for HIV

instead of blindly…",2022-02-16T23:55:21.000Z,1958146268,352,fwv710,#Bitcoin,,False
1494097120214802435,"@shouldbuybtc @MattH_4America Yes, Moderna was looking for a Hail Mary in their mRNA tech in 2017 - COVID-19 Truths - Putting COVID into Perspective: Data Driven Facts Using Their Own Words and Government Data by J.T. Miller. Somehow magically fixed.",2022-02-16T23:51:27.000Z,1392853126059892740,0,StickSky4,,,False
1494097755421261831,"Rockefellers and the Rothchilds and other families have bankrolled governments through pharmaceuticals like Pfizer and ModeRNA, that's why @JustinTrudeau and others are desperate soon the house will fall...They want to make a smokescreen. #TrudeauTyranny https://t.co/iPnyfPQofQ",2022-02-16T23:53:58.000Z,1453459766014095360,0,NGreenpill,"GreenPilado seu mundo é uma mentira 💊, pró-armas, pró-vida, dev Java, Gamer e lolzero 🤣 take easy cowboy...🔥🇧🇷 4 conta 🤬 censura ta foda.",,False
1494097325949603844,RT @MuslimBrutha: @Breaking911 Pfizer and Moderna are seeing their sales drop (which should be considered good sign) so they start saying t…,2022-02-16T23:52:16.000Z,1082075697496117248,9,TheWargrider,,,False
1494097648827211779,"RT @MichaelPSenger: Interesting to review the list of 40 new billionaries who got rich on COVID. Roughly half are Chinese, and they made mo…",2022-02-16T23:53:33.000Z,1302930213710561280,1573,ColorofMoney_,Get green and GTFO 💰,"Atlantic City, NJ",False
1494098883399532544,"RT @jacksonhinklle: Communist-led Cuba is the second most vaccinated country on Earth.

Despite crippling Western sanctions, Cuba has achie…",2022-02-16T23:58:27.000Z,18418465,99,Blair_Langmuir,Horrified observer of current events for far too long,Soviet Canuckistan,False
1494098291147038727,RT @FrankGrimes_Jr: I can't stress enough the importance of this tweet from Kelly. This is a big deal. Pfizer doesn't do this without good…,2022-02-16T23:56:06.000Z,254668921,119,ChaplMarco,Jesus follower. Husband. Dad/G-Pa. I pull for the underdog and never let a false narrative get in the way of the truth. Fitness & health nut & Eagles fan,"Ontario, Canada",False
1494097421223309312,"@atensnut In 2021, I got 2 doses of Moderna, booster of Moderna, 2 doses for shingles, a flu shot…and I feel f**cking great…",2022-02-16T23:52:38.000Z,2232480736,0,cabinprose,,,False
1494098186813726728,"RT @jacksonhinklle: Communist-led Cuba is the second most vaccinated country on Earth.

Despite crippling Western sanctions, Cuba has achie…",2022-02-16T23:55:41.000Z,175604092,99,cmarslett,"Don't justify what genocide is OK: It's none. #Gravelanche #Yemencantwait #Unity4J #BDS 

Think: maybe we need https://t.co/0Emcy4g0Ba & https://t.co/ziEGkQxCpz?",,False
1494098553844678661,RT @01ota: What's with these Covid vaccines? Pfitzer pulled all remaining applications in over ten countries. Did MODERNA CEO sell 90% of h…,2022-02-16T23:57:08.000Z,4028751976,193,RetiredNikitaM,"🙏🌹🇺🇲🇮🇪💞 Conservative Catholic, retired LEO, happily married, pro-life Rosarian. I believe in compromise but I will not comply. 🌹St. Therese St. Michael",USA,False
1494098978358509569,"RT @KaraKarlson: @DGFX_Studio @ViralCarmichael Pfizer is too low, per the antibody immunobridging test. But Moderna is being held up by a p…",2022-02-16T23:58:50.000Z,15577545,2,scott_squires,"Director, VFX Supe-The Mask, DragonHeart, Star Wars: Phantom Menace, etc, VES Fellow, Close Encounters- 1st film. Pol tweets my own.",Los Angeles,False
1494097208437837827,RT @01ota: What's with these Covid vaccines? Pfitzer pulled all remaining applications in over ten countries. Did MODERNA CEO sell 90% of h…,2022-02-16T23:51:48.000Z,1369293762506162193,193,4321parker,"chauffeur/butler to Lady Penelope 

Foxes Fan 🦊💙🦊💙🦊💙
🏴󠁧󠁢󠁥󠁮󠁧󠁿🇺🇸🏴󠁧󠁢󠁥󠁮󠁧󠁿🇺🇸🏴󠁧󠁢󠁥󠁮󠁧󠁿🇺🇸

No sheeple 🐑🐑🐑 no DMs",,False
1494099147393323015,"RT @andrewbostom: Israel: 4th C19 mRNA vax doses NOT the charm→ “common” breakthrough infections, with only 30% (Pfizer) &amp; 11% (Moderna) va…",2022-02-16T23:59:30.000Z,3053283998,223,Blueridgewv,"Conservative-I, Christian-principled, Constitutional gov't, States' rights, free mkts, regulated freedom, law/order. Principles over party/persons. DeSantis2024",West Virginia,False
1494099081614045184,"RT @DrJohnB2: Subacute thyroiditis (SAT) after #CovidVaccination (Moderna): https://t.co/8V9ztZqmjS
""SAT associated with COVID-19 vaccine s…",2022-02-16T23:59:14.000Z,1087724815,135,Estriola,"Freiheit ist, seine eigenen Gedanken zu denken und sein eigenes Leben zu leben - J.F.Kennedy    

Qui tacet consentit",,False
1494097682884870150,RT @DineenRon: I am triple vaccinated and more left than right on the political spectrum. Something is severely off with these Covid vaccin…,2022-02-16T23:53:41.000Z,1310330954502811661,12573,Shazbot732,"Practitioner, father, capitalist and freedom fighter  - Canada should not be a country where you only have to work if you want to",,False
1494096448815779845,RT @AiltonBenedito: Why Moderna Stock Is Down By 13% Today https://t.co/eEo9IoIGqM,2022-02-16T23:48:47.000Z,55034130,28,HughHonorato,👹👹👹👹👹👹👹👹👹👹👹👹🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,Brazil,False
1494096253793505281,"#Moderna Stock Crash: Losses Top $140 Billion as Insiders Sell Millions of Dollars in Shares 

https://t.co/c2HQ21bH82",2022-02-16T23:48:00.000Z,1337725516262985728,1,AltNarr,"Alternative News & Opinions |
https://t.co/zsXGfKlCBN",,False
1494099003457216514,"RT @MichaelPSenger: Interesting to review the list of 40 new billionaries who got rich on COVID. Roughly half are Chinese, and they made mo…",2022-02-16T23:58:56.000Z,1468415276781690881,1573,LiveWithinTruth,"Live Within the Truth. Politics, Feelings, and Everything in Between.",,False
