id,text,created_at,user_id,retweet_count,username,user_desc,location,verified
1493462735262158850,"Point 1
https://t.co/fZEnFSZsrj",2022-02-15T05:50:37.000Z,61473883,0,itsdioandn,"「𝚌𝚘𝚞𝚗𝚝 𝚠𝚑𝚊𝚝 𝚢𝚘𝚞 𝚑𝚊𝚟𝚎 𝚗𝚘𝚠,
𝚍𝚘𝚗'𝚝 𝚌𝚘𝚞𝚗𝚝 𝚠𝚑𝚊𝚝 𝚢𝚘𝚞 𝚍𝚘𝚗'𝚝 𝚑𝚊𝚟𝚎.
𝚏𝚒𝚗𝚍 𝚝𝚑𝚊𝚝 𝚢𝚘𝚞 𝚑𝚊𝚟𝚎 𝚜𝚘 𝚖𝚞𝚌𝚑.」",,False
1493977829406838784,"RT @TichZindoga: Health Silk Road...
South Afica's acceptance of China's highly effective #Sinopharm Covid-19 vaccines is huge gesture that…",2022-02-16T15:57:25.000Z,851258722995142657,3,liulitao426,"Associate Professor, School of International Studies, Nanjing University, P.R.C.  China's Grand Strategy, Energy and Resources, Development Research  etc.",Nanjing ,False
1493569545646260229,"@JMRawling Thank you for contacting us.

Kindly note that a Pfizer dose is considered as a booster dose to Sinopharm per the NCEMA protocol. Therefore, you will have a green status on Alhosn app.

Have a good day!",2022-02-15T12:55:03.000Z,1258743257036722176,0,AlHosnApp,"الحصن هو التطبيق الرسمي لنتائج وحالة كوفيد-19 في دولة الإمارات
حمل التطبيق الآن
The UAE’s official app for all your COVID-19 results.
Download Now",UAE,True
1493508676283420673,RT @_atanas_: Side effects and perceptions following #Sinopharm COVID-19 vaccination https://t.co/c08rJpKYul,2022-02-15T08:53:11.000Z,249848844,5,aajuansolisaa,Quien hace polìtica se entrega a fuerzas diabòlicas que rondan en torno a toda violencia: Max Weber El que vive por lo mismo perecerà por lo mismo: Baudrillard,,False
1493549847110115333,@SKALakaCAPSBOSS Sharing like Sinopharm,2022-02-15T11:36:47.000Z,761987031278952448,0,joelajulien,I am the b in tamarind.,,False
1493516310080372743,@AlHosnApp I have had 2 sinopharm doses and 2 Pfizer doses. My last dose was more than 6 months ago. Do I need a booster? I have been told that I am not eligible.,2022-02-15T09:23:31.000Z,56633814,0,JMRawling,CEO at https://t.co/LYIPDt8OZh. #yallacompare,"Dubai, United Arab Emirates",False
1493970033931866115,"@SopadeMurcilag1 @DrAseemMalhotra Scroll down that page!
https://t.co/6T6ChO2NIj

12 vaccines have been FULLY approved by at least 1 country:

Oxford–AstraZeneca
Pfizer–BioNTech (including US)
Janssen
Moderna (including US)
Sinopharm BIBP
Sputnik V
CoronaVac
Novavax
Covaxin
Convidecia
Sinopharm WIBP
EpiVacCorona",2022-02-16T15:26:27.000Z,253049000,0,BarryCPearson,"Photography & Health
Photography: Many subjects; Canon-RF LRPS CPAGB
Health: 2MAD Keto Near-Carnivore Omega-3 Vitamins-B12-D3-K2 Zinc Sleep
3-dose #VACCINATED","Stockport, England",False
1493929114968870912,"A little surprised that across SE Asia Sinopharm and Sinovac score higher than AstraZeneca on trust. Thailand, Brunei and Vietnam seem to be exceptions. Of course if people were asked to rank vaccines it'd be different, but still an interesting data point about vaccine perception https://t.co/ToQ2h97mz9",2022-02-16T12:43:51.000Z,62246115,2,kenlwrites,"Writer. Researcher @TDRI_Thailand. Alum @UCBerkeley. I tweet about Thai politics & public policy, along with all things East & Southeast Asia.","Bangkok, Thailand",False
1493463669094567937,I refuse to get Sinopharm again because it goes against enriching the antibody with new vaccine type. Why should I go for Sinopharm again because of the KIPI!?,2022-02-15T05:54:20.000Z,61473883,0,itsdioandn,"「𝚌𝚘𝚞𝚗𝚝 𝚠𝚑𝚊𝚝 𝚢𝚘𝚞 𝚑𝚊𝚟𝚎 𝚗𝚘𝚠,
𝚍𝚘𝚗'𝚝 𝚌𝚘𝚞𝚗𝚝 𝚠𝚑𝚊𝚝 𝚢𝚘𝚞 𝚍𝚘𝚗'𝚝 𝚑𝚊𝚟𝚎.
𝚏𝚒𝚗𝚍 𝚝𝚑𝚊𝚝 𝚢𝚘𝚞 𝚑𝚊𝚟𝚎 𝚜𝚘 𝚖𝚞𝚌𝚑.」",,False
1493860473640566788,"RT @ConversationUK: China is now developing its own mRNA vaccine (ARCoV)

It has so far relied on vaccines developed by two Chinese compani…",2022-02-16T08:11:06.000Z,801177749062815745,3,PierreRamos9,,,False
